Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-242 c,0.0,0.0,0.004,0.18,0.0147,804.0,676.0,3.061,14.4965,3.222,13.2,600.24,5020.0,4.49,True,nexsci
Kepler-243 b,0.0,0.001,0.007,0.22,0.0207,1103.0,928.0,3.029,5.7154,2.5248,13.1,693.86,5228.0,4.57,True,nexsci
Kepler-243 c,0.0,0.0,0.003,0.18,0.0145,729.0,613.0,3.055,20.0262,1.319,13.1,693.86,5228.0,4.57,True,nexsci
Kepler-244 b,0.0,0.001,0.008,0.25,0.0253,1274.0,1071.0,3.015,4.3118,2.7251,13.7,1036.49,5554.0,4.58,True,nexsci
Kepler-244 c,0.0,0.0,0.003,0.18,0.0153,966.0,812.0,3.054,9.7673,1.6585,13.7,1036.49,5554.0,4.58,True,nexsci
Kepler-244 d,0.0,0.0,0.002,0.21,0.048,761.0,640.0,3.448,20.0504,4.826,13.7,1036.49,5554.0,4.58,True,nexsci
Kepler-245 b,0.0,0.001,0.006,0.23,0.0224,982.0,826.0,3.025,7.4902,2.7576,13.6,861.53,5100.0,4.56,True,nexsci
Kepler-245 c,0.0,0.0,0.0,0.19,0.71,743.0,625.0,4.67,17.4608,2.2561,13.6,861.53,5100.0,4.56,True,nexsci
Kepler-245 d,0.0,0.0,0.002,0.27,0.068,582.0,489.0,3.364,36.2771,4.6701,13.6,861.53,5100.0,4.56,True,nexsci
Kepler-245 e,0.0,0.001,0.004,0.16,0.0117,1327.0,1116.0,3.076,3.2198,2.1157,13.6,861.53,5174.0,4.57,True,nexsci
Kepler-246 b,0.0,0.001,0.007,0.21,0.0191,1193.0,1003.0,3.035,4.6018,2.2537,13.0,626.08,5206.0,4.56,True,nexsci
Kepler-246 c,0.0,0.0,0.003,0.13,0.00899,882.0,742.0,3.094,11.1872,3.207,13.0,626.08,5206.0,4.56,True,nexsci
Kepler-247 b,0.0,0.001,0.005,0.15,0.0105,1252.0,1053.0,3.087,3.3362,1.9616,13.1,663.71,5100.0,4.61,True,nexsci
Kepler-247 c,0.0,0.002,0.014,0.36,0.0494,885.0,745.0,2.963,9.4395,2.896,13.1,663.71,5100.0,4.61,True,nexsci
Kepler-247 d,0.0,0.001,0.01,0.35,0.0463,686.0,577.0,2.967,20.4779,3.068,13.1,663.71,5100.0,4.61,True,nexsci
Kepler-248 b,0.0,0.001,0.008,0.27,0.0295,1055.0,888.0,3.005,6.3082,3.0266,13.4,738.79,5190.0,4.57,True,nexsci
Kepler-248 c,0.0,0.001,0.01,0.36,0.049,773.0,650.0,2.965,16.2395,4.0503,13.4,738.79,5190.0,4.57,True,nexsci
Kepler-249 b,0.0,0.0,0.009,0.1,0.00416,758.0,637.0,3.04,3.3065,1.8304,12.0,190.4,3568.0,4.78,True,nexsci
Kepler-249 c,0.0,0.0,0.009,0.14,0.00909,589.0,495.0,3.092,7.1137,2.1518,12.0,190.4,3568.0,4.78,True,nexsci
Kepler-249 d,0.0,0.0,0.008,0.14,0.00972,455.0,383.0,3.09,15.3685,2.4837,12.0,190.4,3568.0,4.78,True,nexsci
Kepler-24 b,0.0,0.001,0.0,0.21,1.6,1216.0,1023.0,4.938,8.1453,4.776,13.4,1156.81,5800.0,4.34,True,nexsci
Kepler-24 c,0.0,0.001,0.0,0.25,1.6,1057.0,889.0,4.802,12.3335,6.487,13.4,1156.81,5800.0,4.34,True,nexsci
Kepler-24 d,0.0,0.0,0.003,0.15,0.0108,1701.0,1430.0,3.081,4.2444,3.282,13.4,1156.81,5897.0,4.2,True,nexsci
Kepler-24 e,0.0,0.0,0.003,0.25,0.0256,1034.0,869.0,3.014,18.9984,2.945,13.4,1156.81,5897.0,4.2,True,nexsci
Kepler-250 b,0.0,0.0,0.003,0.1,0.00474,1216.0,1022.0,3.061,4.1481,2.459,13.5,760.59,5160.0,4.57,True,nexsci
Kepler-250 c,0.0,0.0,0.005,0.2,0.0183,1014.0,853.0,3.042,7.1568,2.5882,13.5,760.59,5160.0,4.57,True,nexsci
Kepler-250 d,0.0,0.0,0.003,0.19,0.017,747.0,628.0,3.049,17.6483,2.0873,13.5,760.59,5160.0,4.57,True,nexsci
Kepler-251 b,0.0,0.0,0.003,0.12,0.00733,1299.0,1092.0,3.108,4.7909,2.714,13.6,924.63,5526.0,4.49,True,nexsci
Kepler-251 c,0.0,0.0,0.005,0.25,0.0255,856.0,720.0,3.015,16.514,4.1575,13.6,924.63,5526.0,4.49,True,nexsci
Kepler-251 d,0.0,0.0,0.005,0.25,0.0255,701.0,589.0,3.015,30.133,4.919,13.6,924.63,5526.0,4.49,True,nexsci
Kepler-251 e,0.0,0.0,0.003,0.25,0.0255,470.0,396.0,3.015,99.6402,4.448,13.6,924.63,5526.0,4.49,True,nexsci
Kepler-252 b,0.0,0.0,0.005,0.11,0.00642,743.0,625.0,3.119,6.6684,1.912,12.5,379.42,4208.0,4.72,True,nexsci
Kepler-252 c,0.0,0.0,0.011,0.19,0.0166,633.0,532.0,3.048,10.8485,2.9596,12.5,379.42,4208.0,4.72,True,nexsci
Kepler-253 b,0.0,0.0,0.003,0.14,0.0104,1238.0,1041.0,3.089,3.784,1.9012,13.5,838.6,5208.0,4.59,True,nexsci
Kepler-253 c,0.0,0.001,0.006,0.24,0.0236,890.0,748.0,3.021,10.282,3.4675,13.5,838.6,5208.0,4.59,True,nexsci
Kepler-253 d,0.0,0.0,0.007,0.28,0.032,736.0,619.0,2.996,18.1199,4.2309,13.5,838.6,5208.0,4.59,True,nexsci
Kepler-254 b,0.0,0.001,0.008,0.34,0.0449,1288.0,1083.0,2.971,5.8267,2.9183,14.3,1389.48,5957.0,4.52,True,nexsci
Kepler-254 c,0.0,0.0,0.005,0.19,0.01,1006.0,846.0,2.828,12.4122,3.5105,14.3,1389.48,5957.0,4.52,True,nexsci
Kepler-254 d,0.0,0.0,0.003,0.22,0.0214,874.0,735.0,3.028,18.7465,3.93,14.3,1389.48,5957.0,4.52,True,nexsci
Kepler-255 b,0.0,0.0,0.002,0.14,0.00951,1228.0,1033.0,3.093,5.7146,2.336,13.7,1052.53,5573.0,4.52,True,nexsci
Kepler-255 c,0.0,0.001,0.006,0.27,0.029,1016.0,854.0,3.004,9.946,3.3862,13.7,1052.53,5573.0,4.52,True,nexsci
Kepler-255 d,0.001,0.001,0.004,0.12,0.00724,2084.0,1753.0,3.11,1.0456,1.8269,13.7,1052.53,5431.0,4.53,True,nexsci
Kepler-256 b,0.001,0.0,0.003,0.14,0.00993,2209.0,1857.0,3.087,1.6205,2.2166,13.4,1026.43,5551.0,4.22,True,nexsci
Kepler-256 c,0.001,0.001,0.003,0.19,0.0166,1711.0,1439.0,3.048,3.388,2.6784,13.4,1026.43,5551.0,4.22,True,nexsci
Kepler-256 d,0.0,0.001,0.004,0.22,0.0211,1435.0,1206.0,3.03,5.8392,3.142,13.4,1026.43,5551.0,4.22,True,nexsci
Kepler-256 e,0.0,0.0,0.003,0.21,0.0193,1171.0,985.0,3.035,10.6816,3.5715,13.4,1026.43,5551.0,4.22,True,nexsci
Kepler-257 b,0.001,0.001,0.005,0.23,0.023,1643.0,1381.0,3.021,2.3827,1.812,13.4,780.26,5180.0,4.36,True,nexsci
Kepler-257 c,0.001,0.003,0.013,0.48,0.0794,1179.0,992.0,2.926,6.5815,3.0896,13.4,780.26,5180.0,4.36,True,nexsci
Kepler-257 d,0.0,0.001,0.007,0.44,0.0683,757.0,637.0,2.938,24.6646,2.8579,13.4,780.26,5180.0,4.36,True,nexsci
Kepler-25 d,,,,0.89,0.226,,,2.846,122.4,,9.5,243.25,6270.0,4.28,False,nexsci
Kepler-258 b,0.0,0.001,0.01,0.36,0.0488,847.0,712.0,2.965,13.1972,3.418,13.0,575.99,4942.0,4.44,True,nexsci
Kepler-258 c,0.0,0.0,0.007,0.32,0.0399,619.0,520.0,2.979,33.6531,3.9616,13.0,575.99,4942.0,4.44,True,nexsci
Kepler-259 b,0.0,0.001,0.006,0.25,0.0259,1149.0,966.0,3.012,8.1153,2.8929,13.6,1002.14,5938.0,4.53,True,nexsci
Kepler-259 c,0.0,0.0,0.005,0.24,0.0244,693.0,583.0,3.018,36.9249,4.9381,13.6,1002.14,5938.0,4.53,True,nexsci
Kepler-25 b,0.003,0.005,0.025,0.24,0.0275,1536.0,1292.0,3.055,6.2383,3.5439,9.5,243.25,6103.0,4.28,True,nexsci
Kepler-25 c,0.002,0.009,0.072,0.47,0.0479,1262.0,1061.0,2.74,12.7207,2.862,9.5,243.25,6354.0,4.29,True,nexsci
Kepler-260 b,0.0,0.001,0.007,0.18,0.0148,1019.0,857.0,3.059,8.1874,3.027,12.5,627.37,5250.0,4.49,True,nexsci
Kepler-260 c,0.0,0.0,0.004,0.15,0.0116,485.0,407.0,3.078,76.0502,6.826,12.5,627.37,5250.0,4.49,True,nexsci
Kepler-261 b,0.0,0.001,0.011,0.19,0.017,876.0,737.0,3.049,10.3812,2.759,11.6,317.5,5098.0,4.56,True,nexsci
Kepler-261 c,0.0,0.0,0.007,0.18,0.0147,658.0,553.0,3.061,24.5709,2.7576,11.6,317.5,5098.0,4.56,True,nexsci
Kepler-262 b,0.0,0.0,0.003,0.12,0.00761,956.0,804.0,3.11,13.0609,3.214,12.7,613.13,5841.0,4.54,True,nexsci
Kepler-262 c,0.0,0.0,0.004,0.15,0.0105,806.0,678.0,3.087,21.8537,3.439,12.7,613.13,5841.0,4.54,True,nexsci
Kepler-263 b,0.0,0.0,0.006,0.24,0.0239,775.0,651.0,3.019,16.5681,4.143,13.5,754.75,5265.0,4.58,True,nexsci
Kepler-263 c,0.0,0.0,0.003,0.22,0.021,546.0,459.0,3.032,47.3328,2.819,13.5,754.75,5265.0,4.58,True,nexsci
Kepler-264 b,0.0,0.001,0.011,0.3,0.0348,881.0,741.0,2.99,40.8062,13.135,11.6,942.17,6158.0,4.15,True,nexsci
Kepler-264 c,0.0,0.0,0.007,0.25,0.0264,584.0,491.0,3.013,140.1013,17.933,11.6,942.17,6158.0,4.15,True,nexsci
Kepler-265 b,0.0,0.0,0.003,0.17,0.013,1336.0,1123.0,3.068,6.8463,3.614,13.9,1280.25,5835.0,4.33,True,nexsci
Kepler-265 c,0.0,0.0,0.004,0.23,0.0233,985.0,828.0,3.019,17.0289,4.686,13.9,1280.25,5835.0,4.33,True,nexsci
Kepler-265 d,0.0,0.0,0.002,0.22,0.0213,722.0,607.0,3.03,43.1306,3.198,13.9,1280.25,5835.0,4.33,True,nexsci
Kepler-265 e,0.0,0.0,0.003,0.23,0.0227,621.0,522.0,3.023,67.831,7.206,13.9,1280.25,5835.0,4.33,True,nexsci
Kepler-266 b,0.0,0.001,0.005,0.22,0.0211,1285.0,1081.0,3.03,6.6183,3.7047,13.8,1370.79,5885.0,4.45,True,nexsci
Kepler-266 c,0.0,0.0,0.005,0.35,0.0453,507.0,426.0,2.97,107.7236,8.042,13.8,1370.79,5885.0,4.45,True,nexsci
Kepler-267 b,0.0,0.001,0.001,0.18,0.119,950.0,799.0,3.974,3.3537,1.4598,12.5,264.99,4258.0,4.73,True,nexsci
PDS 70 c,,,,2.04,2.0,40.0,34.0,3.076,,,8.5,113.06,3972.0,3.68,False,nexsci
Kepler-267 c,0.0,0.0,0.008,0.19,0.0163,746.0,627.0,3.049,6.8774,1.35,12.5,264.99,4258.0,4.73,True,nexsci
Kepler-267 d,0.0,0.0,0.008,0.2,0.0182,466.0,392.0,3.039,28.4645,2.6657,12.5,264.99,4258.0,4.73,True,nexsci
Kepler-268 b,0.0,0.0,0.005,0.23,0.0221,926.0,779.0,3.027,25.9341,4.6142,12.4,851.87,6081.0,4.29,True,nexsci
Kepler-268 c,0.0,0.0,0.006,0.3,0.0357,628.0,528.0,2.987,83.4464,7.219,12.4,851.87,6081.0,4.29,True,nexsci
Kepler-269 b,0.0,0.001,0.005,0.22,0.021,1330.0,1119.0,3.032,5.3267,3.4045,14.0,2257.32,5847.0,4.5,True,nexsci
Kepler-269 c,0.0,0.0,0.003,0.15,0.011,1154.0,971.0,3.078,8.1279,3.91,14.0,2257.32,5847.0,4.5,True,nexsci
Kepler-26 b,0.0,0.0,0.022,0.25,0.01611,548.0,461.0,2.812,12.28,2.7096,12.6,335.31,3914.0,4.68,True,nexsci
Kepler-26 c,0.0,0.0,0.013,0.24,0.01951,489.0,412.0,2.913,17.2559,2.0371,12.6,335.31,3914.0,4.68,True,nexsci
Kepler-26 d,0.0,0.0,0.006,0.1,0.0039,983.0,827.0,3.03,3.5439,1.8717,12.6,335.31,4486.0,4.73,True,nexsci
Kepler-26 e,0.0,0.0,0.006,0.21,0.0201,414.0,348.0,3.033,46.8279,1.9033,12.6,335.31,4486.0,4.73,True,nexsci
Kepler-270 b,0.0,0.0,0.003,0.18,0.0148,1285.0,1081.0,3.059,11.4761,5.046,12.6,948.78,6067.0,4.2,True,nexsci
Kepler-270 c,0.0,0.0,0.003,0.16,0.0119,991.0,833.0,3.072,25.2629,6.22,12.6,948.78,6067.0,4.2,True,nexsci
Kepler-271 b,0.0,0.0,0.005,0.11,0.00642,1001.0,842.0,3.119,10.4355,3.4167,11.7,404.54,5555.0,4.52,True,nexsci
Kepler-271 c,0.0,0.0,0.006,0.09,0.00254,1121.0,943.0,2.94,7.4109,3.245,11.7,404.54,5555.0,4.52,True,nexsci
Kepler-271 d,0.0,0.0,0.008,0.06,0.00069,1258.0,1058.0,2.691,5.2497,2.746,11.7,404.54,5555.0,4.52,True,nexsci
Kepler-272 b,0.0,0.001,0.0,0.13,0.245,1503.0,1264.0,4.569,2.9714,2.7157,12.7,889.61,5297.0,4.43,True,nexsci
Kepler-272 c,0.0,0.001,0.0,0.16,0.308,1186.0,997.0,4.475,6.0573,3.7419,12.7,889.61,5297.0,4.43,True,nexsci
Kepler-272 d,0.0,0.0,0.006,0.2,0.0179,971.0,817.0,3.041,10.9373,3.084,12.7,889.61,5297.0,4.43,True,nexsci
Kepler-273 b,0.0,0.001,0.004,0.13,0.00899,1510.0,1269.0,3.094,2.9365,1.771,13.2,713.96,5626.0,4.51,True,nexsci
Kepler-273 c,0.0,0.001,0.006,0.18,0.0144,1075.0,904.0,3.057,8.0149,3.379,13.2,713.96,5626.0,4.51,True,nexsci
Kepler-274 b,0.0,0.0,0.003,0.14,0.0094,1092.0,918.0,3.094,11.6348,5.382,13.5,1333.62,6023.0,4.44,True,nexsci
Kepler-274 c,0.0,0.0,0.003,0.16,0.0127,769.0,646.0,3.068,33.1979,4.514,13.5,1333.62,6023.0,4.44,True,nexsci
Kepler-275 b,0.0,0.0,0.003,0.21,0.0191,1327.0,1116.0,3.035,10.3007,4.943,14.0,2034.25,6165.0,4.23,True,nexsci
Kepler-275 c,0.0,0.001,0.004,0.3,0.0357,1143.0,961.0,2.987,16.0881,5.664,14.0,2034.25,6165.0,4.23,True,nexsci
Kepler-275 d,0.0,0.0,0.003,0.3,0.0348,877.0,738.0,2.99,35.6761,7.381,14.0,2034.25,6165.0,4.23,True,nexsci
Kepler-276 b,0.0,0.0,0.004,0.26,0.0271,1040.0,874.0,3.011,14.1284,3.685,13.8,1144.86,6105.0,4.45,True,nexsci
Kepler-276 c,0.0,0.0,0.002,0.26,0.052,753.0,633.0,3.284,31.884,5.099,13.8,1144.86,5779.0,4.46,True,nexsci
Kepler-276 d,0.0,0.0,0.002,0.25,0.051,654.0,550.0,3.306,48.648,4.563,13.8,1144.86,5779.0,4.46,True,nexsci
Kepler-277 b,0.0,0.001,0.001,0.26,0.275,1191.0,1002.0,4.0,17.324,8.169,12.0,976.64,5946.0,4.03,True,nexsci
Kepler-277 c,0.0,0.001,0.001,0.3,0.202,961.0,808.0,3.745,33.006,7.201,12.0,976.64,5946.0,4.03,True,nexsci
Kepler-278 b,0.0,0.002,0.01,0.36,0.049,1079.0,907.0,2.965,30.1605,7.874,9.5,443.03,4991.0,3.62,True,nexsci
Kepler-278 c,0.0,0.001,0.008,0.32,0.0396,905.0,761.0,2.982,51.0788,11.233,9.5,443.03,4991.0,3.62,True,nexsci
Kepler-279 b,0.001,0.001,0.007,0.32,0.0401,1442.0,1213.0,2.979,12.3097,5.868,12.5,1037.4,6363.0,4.05,True,nexsci
Kepler-279 c,0.0,0.001,0.006,0.38,0.155,839.0,706.0,3.416,35.736,8.995,12.5,1037.4,6689.0,4.42,True,nexsci
Kepler-279 d,0.0,0.0,0.002,0.28,0.118,737.0,620.0,3.581,54.414,8.559,12.5,1037.4,6689.0,4.42,True,nexsci
Kepler-27 b,0.0,0.001,0.0,0.36,9.11,692.0,582.0,5.248,15.3348,3.5748,14.1,1044.36,5400.0,5.4,True,nexsci
Kepler-27 c,0.0,0.0,0.0,0.44,13.8,544.0,458.0,5.253,31.3309,5.2279,14.1,1044.36,5400.0,5.4,True,nexsci
Kepler-280 b,0.001,0.001,0.005,0.13,0.00849,1737.0,1461.0,3.102,2.1395,2.0678,12.8,780.36,5744.0,4.54,True,nexsci
Kepler-280 c,0.0,0.0,0.004,0.18,0.0148,1313.0,1104.0,3.059,4.8071,0.9393,12.8,780.36,5744.0,4.54,True,nexsci
Kepler-281 b,0.0,0.0,0.006,0.25,0.0263,910.0,765.0,3.011,14.646,6.293,14.0,1745.45,5723.0,4.53,True,nexsci
Kepler-281 c,0.0,0.001,0.011,0.47,0.0769,671.0,565.0,2.929,36.3374,7.06,14.0,1745.45,5723.0,4.53,True,nexsci
Kepler-282 b,0.0,0.0,0.003,0.09,0.00317,1064.0,895.0,2.987,9.2205,4.569,13.7,1337.61,5602.0,4.46,True,nexsci
Kepler-282 c,0.0,0.0,0.002,0.11,0.00588,936.0,787.0,3.105,13.6387,5.449,13.7,1337.61,5602.0,4.46,True,nexsci
Kepler-282 d,0.0,0.0,0.001,0.22,0.192,786.0,661.0,3.997,24.806,6.1513,13.7,1337.61,5699.0,4.53,True,nexsci
Kepler-282 e,0.0,0.0,0.001,0.28,0.177,647.0,544.0,3.757,44.347,6.399,13.7,1337.61,5699.0,4.53,True,nexsci
Kepler-283 b,0.0,0.0,0.006,0.19,0.0163,658.0,553.0,3.049,11.0082,2.013,13.1,468.09,4351.0,4.72,True,nexsci
Kepler-283 c,0.0,0.0,0.004,0.16,0.0125,323.0,271.0,3.072,92.7437,5.506,13.1,468.09,4351.0,4.72,True,nexsci
Gl 49 b,,,,0.2,0.01771,518.0,436.0,3.04,13.8508,,5.4,9.85,3805.0,4.69,False,nexsci
HD 2685 b,0.491,0.306,0.191,1.44,1.17,2044.0,1719.0,3.146,4.1269,4.429,8.6,196.85,6801.0,4.21,True,nexsci
Kepler-284 b,0.0,0.0,0.004,0.2,0.0178,899.0,756.0,3.043,12.6991,2.9899,14.1,1031.95,5615.0,4.58,True,nexsci
Kepler-284 c,0.0,0.0,0.004,0.23,0.023,628.0,528.0,3.021,37.5145,5.303,14.1,1031.95,5615.0,4.58,True,nexsci
Kepler-285 b,0.0,0.0,0.004,0.12,0.00742,1472.0,1238.0,3.106,2.6339,2.0872,13.3,824.31,5411.0,4.58,True,nexsci
Kepler-285 c,0.0,0.0,0.003,0.1,0.00459,1104.0,928.0,3.056,6.1867,2.983,13.3,824.31,5411.0,4.58,True,nexsci
Kepler-286 b,0.0,0.0,0.002,0.11,0.00651,1806.0,1519.0,3.117,1.7963,1.9139,14.1,1226.85,5580.0,4.5,True,nexsci
Kepler-286 c,0.0,0.0,0.002,0.12,0.00771,1448.0,1218.0,3.109,3.4681,2.366,14.1,1226.85,5580.0,4.5,True,nexsci
Kepler-286 d,0.0,0.0,0.002,0.12,0.00733,1201.0,1010.0,3.108,5.9143,2.661,14.1,1226.85,5580.0,4.5,True,nexsci
Kepler-286 e,0.0,0.0,0.002,0.16,0.0119,707.0,595.0,3.072,29.2213,4.014,14.1,1226.85,5580.0,4.5,True,nexsci
Kepler-287 b,0.0,0.0,0.003,0.21,0.019,887.0,746.0,3.037,20.3422,2.3351,13.1,835.86,5806.0,4.4,True,nexsci
Kepler-287 c,0.0,0.0,0.005,0.29,0.0336,681.0,573.0,2.993,44.8519,3.5729,13.1,835.86,5806.0,4.4,True,nexsci
Kepler-288 b,0.0,0.0,0.003,0.15,0.0108,1390.0,1169.0,3.081,6.0973,3.216,13.6,1194.15,5918.0,4.35,True,nexsci
Kepler-288 c,0.0,0.0,0.004,0.25,0.0267,947.0,796.0,3.011,19.3058,4.2752,13.6,1194.15,5918.0,4.35,True,nexsci
Kepler-288 d,0.0,0.0,0.003,0.24,0.0239,661.0,556.0,3.019,56.6337,6.039,13.6,1194.15,5918.0,4.35,True,nexsci
Kepler-289 b,0.0,0.0,0.003,0.19,0.023,750.0,630.0,3.189,34.545,3.178,12.5,704.44,5990.0,4.47,True,nexsci
Kepler-289 c,0.0,0.001,0.027,1.03,0.42,481.0,404.0,2.988,125.8518,9.0191,12.5,704.44,5990.0,4.47,True,nexsci
Kepler-289 d,0.0,0.0,0.008,0.24,0.013,598.0,503.0,2.751,66.0634,3.557,12.5,704.44,5990.0,4.47,True,nexsci
Kepler-28 b,0.0,0.002,0.0,0.32,1.51,884.0,744.0,4.56,5.9123,2.3254,12.7,438.36,4590.0,4.29,True,nexsci
Kepler-28 c,0.0,0.001,0.0,0.3,1.36,774.0,651.0,4.565,8.9858,2.8606,12.7,438.36,4590.0,4.29,True,nexsci
Kepler-290 b,0.0,0.0,0.004,0.2,0.0179,766.0,644.0,3.041,14.5893,2.4,13.5,694.63,5147.0,4.62,True,nexsci
Kepler-290 c,0.0,0.0,0.006,0.24,0.0244,561.0,472.0,3.018,36.7703,4.278,13.5,694.63,5147.0,4.62,True,nexsci
Kepler-291 b,0.0,0.001,0.003,0.19,0.0167,1603.0,1348.0,3.046,3.5465,2.2746,14.2,1786.48,6002.0,4.47,True,nexsci
Kepler-291 c,0.0,0.0,0.002,0.17,0.0132,1363.0,1147.0,3.064,5.7008,1.6408,14.2,1786.48,6002.0,4.47,True,nexsci
Kepler-292 b,0.0,0.0,0.003,0.12,0.00724,1480.0,1244.0,3.11,2.5808,2.1729,14.0,1056.48,5299.0,4.54,True,nexsci
Kepler-292 c,0.0,0.0,0.003,0.13,0.00869,1305.0,1097.0,3.099,3.7153,2.524,14.0,1056.48,5299.0,4.54,True,nexsci
Kepler-292 d,0.0,0.0,0.004,0.2,0.0176,1062.0,893.0,3.042,7.0557,3.0479,14.0,1056.48,5299.0,4.54,True,nexsci
Kepler-292 e,0.0,0.0,0.005,0.24,0.0239,889.0,747.0,3.019,11.979,3.937,14.0,1056.48,5299.0,4.54,True,nexsci
Kepler-292 f,0.0,0.0,0.004,0.21,0.0193,737.0,620.0,3.035,20.8342,4.522,14.0,1056.48,5299.0,4.54,True,nexsci
Kepler-293 b,0.0,0.0,0.006,0.27,0.0303,859.0,723.0,3.0,19.2542,4.5725,13.7,974.63,5804.0,4.5,True,nexsci
Kepler-293 c,0.0,0.0,0.005,0.34,0.0442,610.0,513.0,2.972,54.1557,4.317,13.7,974.63,5804.0,4.5,True,nexsci
Kepler-294 b,0.0,0.0,0.003,0.16,0.0119,1532.0,1288.0,3.072,3.7012,2.4629,14.2,1357.01,5913.0,4.49,True,nexsci
Kepler-294 c,0.0,0.001,0.004,0.24,0.0245,1260.0,1059.0,3.016,6.6264,3.1752,14.2,1357.01,5913.0,4.49,True,nexsci
Kepler-295 b,0.0,0.0,0.005,0.11,0.00624,969.0,815.0,3.115,12.6452,9.117,12.7,1699.19,5603.0,4.44,True,nexsci
Kepler-295 c,0.0,0.0,0.004,0.1,0.00537,809.0,680.0,3.09,21.5263,8.392,12.7,1699.19,5603.0,4.44,True,nexsci
Kepler-295 d,0.0,0.0,0.003,0.12,0.00761,696.0,585.0,3.11,33.8841,6.538,12.7,1699.19,5603.0,4.44,True,nexsci
Kepler-296 b,0.0,0.0,0.006,0.14,0.0101,529.0,445.0,3.082,10.8644,1.853,12.6,167.0,3740.0,4.77,True,nexsci
Kepler-296 c,0.0,0.0,0.01,0.18,0.0147,651.0,547.0,3.061,5.8416,1.8734,12.6,167.0,3740.0,4.77,True,nexsci
Kepler-296 d,0.0,0.0,0.009,0.19,0.0158,433.0,364.0,3.054,19.8503,2.8407,12.6,167.0,3740.0,4.77,True,nexsci
Kepler-296 e,0.0,0.0,0.005,0.14,0.0093,361.0,304.0,3.096,34.1421,2.945,12.6,167.0,3740.0,4.77,True,nexsci
Kepler-296 f,0.0,0.0,0.006,0.16,0.0123,294.0,247.0,3.07,63.3363,3.6,12.6,167.0,3740.0,4.77,True,nexsci
Kepler-297 b,0.0,0.0,0.001,0.26,0.153,663.0,558.0,3.762,38.8718,6.0573,12.8,692.14,5619.0,4.47,True,nexsci
Kepler-297 c,0.0,0.0,0.013,0.58,0.132,533.0,448.0,2.983,74.9201,4.7917,12.8,692.14,5619.0,4.47,True,nexsci
Kepler-298 b,0.0,0.0,0.006,0.17,0.0142,689.0,580.0,3.06,10.4755,2.3024,13.1,518.2,4465.0,4.71,True,nexsci
Kepler-298 c,0.0,0.0,0.005,0.17,0.0138,529.0,445.0,3.063,22.9288,2.0831,13.1,518.2,4465.0,4.71,True,nexsci
Kepler-298 d,0.0,0.0,0.006,0.22,0.0214,353.0,297.0,3.028,77.4736,4.168,13.1,518.2,4465.0,4.71,True,nexsci
Kepler-299 b,0.0,0.0,0.003,0.12,0.00724,1635.0,1374.0,3.11,2.9271,2.545,13.4,1052.24,5617.0,4.39,True,nexsci
Kepler-299 c,0.0,0.001,0.006,0.24,0.0236,1236.0,1039.0,3.021,6.8859,3.575,13.4,1052.24,5617.0,4.39,True,nexsci
Kepler-299 d,0.0,0.0,0.003,0.17,0.013,952.0,800.0,3.068,15.0548,4.7,13.4,1052.24,5617.0,4.39,True,nexsci
Kepler-299 e,0.0,0.0,0.003,0.17,0.0131,697.0,586.0,3.066,38.2855,6.418,13.4,1052.24,5617.0,4.39,True,nexsci
Kepler-29 b,0.0,0.0,0.009,0.23,0.01573,869.0,731.0,2.879,10.3397,3.075,13.7,832.53,5378.0,4.6,True,nexsci
Kepler-29 c,0.0,0.0,0.007,0.21,0.01416,799.0,672.0,2.905,13.2861,3.2825,13.7,832.53,5378.0,4.6,True,nexsci
Kepler-300 b,0.0,0.0,0.004,0.15,0.0108,1062.0,893.0,3.081,10.4463,2.3503,12.7,1098.45,5986.0,4.53,True,nexsci
Kepler-300 c,0.0,0.0,0.007,0.2,0.0179,676.0,569.0,3.041,40.715,8.5379,12.7,1098.45,5986.0,4.53,True,nexsci
Kepler-301 b,0.001,0.001,0.005,0.12,0.00752,1667.0,1402.0,3.112,2.5086,2.3274,12.7,719.17,5815.0,4.53,True,nexsci
Kepler-301 c,0.0,0.0,0.004,0.12,0.00752,1291.0,1086.0,3.112,5.419,2.2797,12.7,719.17,5815.0,4.53,True,nexsci
Kepler-301 d,0.0,0.0,0.005,0.16,0.0117,945.0,795.0,3.076,13.7512,3.9594,12.7,719.17,5815.0,4.53,True,nexsci
Kepler-302 b,0.0,0.0,0.005,0.36,0.0488,828.0,696.0,2.965,30.1841,5.8795,13.9,1402.58,5740.0,4.29,True,nexsci
Kepler-303 b,0.0,0.001,0.014,0.08,0.00201,1011.0,851.0,2.902,1.9371,1.4747,11.6,209.74,3944.0,4.77,True,nexsci
Kepler-303 c,0.0,0.0,0.007,0.1,0.00489,656.0,552.0,3.066,7.0611,1.0406,11.6,209.74,3944.0,4.77,True,nexsci
EPIC 212297394 b,,,,0.13,0.00879,,1149.0,3.097,2.2894,1.88,12.2,418.39,5171.0,4.55,True,nexsci
Kepler-304 b,0.0,0.002,0.013,0.26,0.0269,1141.0,960.0,3.011,3.2957,1.797,12.6,434.68,4731.0,4.63,True,nexsci
